time;value
2016-12-25T18:40:08.000Z;202887168
2016-12-25T18:45:07.000Z;202887168
2016-12-25T18:50:07.000Z;202887168
2016-12-25T18:55:08.000Z;202887168
2016-12-25T19:00:08.000Z;202887168
2016-12-25T19:05:07.000Z;202887168
2016-12-25T19:10:38.000Z;202887168
2016-12-25T19:14:33.000Z;202887168
2016-12-25T19:19:33.000Z;202887168
2016-12-25T19:24:36.000Z;202887168
2016-12-25T19:29:33.000Z;203894784
2016-12-25T19:34:33.000Z;203530240
2016-12-25T19:39:32.000Z;203530240
2016-12-25T19:44:43.000Z;203530240
2016-12-25T19:54:32.000Z;203530240
2016-12-25T19:59:33.000Z;203530240
2016-12-25T20:04:33.000Z;203530240
2016-12-25T20:09:32.000Z;203530240
2016-12-25T20:14:32.000Z;203530240
2016-12-25T20:19:31.000Z;203530240
2016-12-25T20:24:33.000Z;203530240
2016-12-25T20:29:33.000Z;202846208
2016-12-25T20:34:33.000Z;203845632
2016-12-25T20:39:33.000Z;203845632
2016-12-25T20:44:32.000Z;203845632
2016-12-25T20:49:33.000Z;203845632
2016-12-25T20:54:33.000Z;203845632
2016-12-25T20:59:33.000Z;203845632
2016-12-25T21:04:33.000Z;203845632
2016-12-25T21:09:33.000Z;203845632
2016-12-25T21:14:33.000Z;203845632
2016-12-25T21:19:32.000Z;203845632
2016-12-25T21:24:33.000Z;203845632
2016-12-25T21:29:32.000Z;203157504
2016-12-25T21:34:34.000Z;203476992
2016-12-25T21:39:33.000Z;203476992
2016-12-25T21:44:32.000Z;203476992
2016-12-25T21:49:57.000Z;203476992
2016-12-25T21:54:57.000Z;203476992
2016-12-25T21:59:57.000Z;203476992
2016-12-25T22:04:58.000Z;203476992
2016-12-25T22:09:58.000Z;203476992
2016-12-25T22:14:58.000Z;203476992
2016-12-25T22:19:57.000Z;203476992
2016-12-25T22:29:58.000Z;202715136
2016-12-25T22:39:57.000Z;203476992
2016-12-25T22:50:27.000Z;203476992
2016-12-25T22:55:27.000Z;203476992
2016-12-25T23:00:28.000Z;203476992
2016-12-25T23:05:28.000Z;203476992
2016-12-25T23:10:28.000Z;203476992
2016-12-25T23:15:28.000Z;203476992
2016-12-25T23:20:28.000Z;203476992
2016-12-25T23:25:28.000Z;203476992
2016-12-25T23:30:27.000Z;203157504
2016-12-25T23:35:26.000Z;203845632
2016-12-25T23:40:27.000Z;203845632
2016-12-25T23:45:28.000Z;203845632
2016-12-25T23:50:27.000Z;203845632
2016-12-25T23:55:27.000Z;203845632
2016-12-26T00:00:28.000Z;203845632
2016-12-26T00:05:28.000Z;203845632
