time;value
2016-11-26T14:13:58.000Z;133285165
2016-11-26T14:19:04.000Z;133472671
2016-11-26T14:24:59.000Z;133976597
2016-11-26T14:28:58.000Z;133893442
2016-11-26T14:33:58.000Z;135175017
2016-11-26T14:39:21.000Z;134687706
2016-11-26T14:44:58.000Z;136186406
2016-11-26T14:54:14.000Z;136358439
2016-11-26T15:03:59.000Z;139227555
2016-11-26T15:09:23.000Z;139541411
2016-11-26T15:13:58.000Z;138474683
2016-11-26T15:18:52.000Z;139045198
2016-11-26T15:24:01.000Z;139370751
2016-11-26T15:28:52.000Z;138971842
2016-11-26T15:33:52.000Z;140272132
2016-11-26T15:39:01.000Z;139795531
2016-11-26T15:44:01.000Z;139419337
2016-11-26T15:49:03.000Z;139931578
2016-11-26T15:54:01.000Z;139806201
2016-11-26T15:59:01.000Z;140656426
2016-11-26T16:04:39.000Z;142338513
2016-11-26T16:09:08.000Z;140703509
2016-11-26T16:14:14.000Z;139500483
2016-11-26T16:19:08.000Z;139985597
2016-11-26T16:24:01.000Z;139555572
2016-11-26T16:28:58.000Z;139932878
2016-11-26T16:34:43.000Z;137952556
2016-11-26T16:39:11.000Z;137384685
2016-11-26T16:44:05.000Z;137252181
2016-11-26T16:49:22.000Z;137510316
2016-11-26T16:54:18.000Z;136248611
2016-11-26T17:04:02.000Z;137935035
2016-11-26T17:08:55.000Z;136769555
2016-11-26T17:14:03.000Z;135477369
2016-11-26T17:19:08.000Z;134440523
2016-11-26T17:23:59.000Z;134091312
2016-11-26T17:29:15.000Z;133003676
2016-11-26T17:34:02.000Z;131593339
2016-11-26T17:39:00.000Z;132972550
2016-11-26T17:43:59.000Z;132913166
2016-11-26T17:49:09.000Z;133661716
2016-11-26T17:53:58.000Z;132194971
2016-11-26T17:58:58.000Z;131608362
2016-11-26T18:03:52.000Z;133011044
2016-11-26T18:08:53.000Z;132903794
2016-11-26T18:14:17.000Z;131170415
2016-11-26T18:18:56.000Z;130589882
2016-11-26T18:24:01.000Z;129678524
2016-11-26T18:28:56.000Z;129147025
2016-11-26T18:34:26.000Z;129073646
2016-11-26T18:39:00.000Z;128317667
2016-11-26T18:44:26.000Z;128109496
2016-11-26T18:48:52.000Z;129038454
2016-11-26T18:53:52.000Z;128320041
2016-11-26T18:58:59.000Z;128415579
2016-11-26T19:04:01.000Z;129784596
2016-11-26T19:08:51.000Z;126938056
2016-11-26T19:13:58.000Z;126657600
2016-11-26T19:18:56.000Z;126834878
2016-11-26T19:23:59.000Z;127767289
2016-11-26T19:28:50.000Z;125840102
2016-11-26T19:33:51.000Z;126664688
2016-11-26T19:39:00.000Z;125303551
2016-11-26T19:43:50.000Z;124490097
2016-11-26T19:49:11.000Z;125492409
2016-11-26T19:54:32.000Z;125033551
2016-11-26T19:58:51.000Z;123884419
2016-11-26T20:04:01.000Z;126871185
2016-11-26T20:08:55.000Z;126429159
2016-11-26T20:13:58.000Z;124809152
2016-11-26T20:19:30.000Z;124769170
2016-11-26T20:24:00.000Z;122821874
2016-11-26T20:29:01.000Z;122684462
2016-11-26T20:34:00.000Z;121739884
2016-11-26T20:38:51.000Z;122922066
2016-11-26T20:43:51.000Z;123902136
2016-11-26T20:48:52.000Z;122604082
2016-11-26T20:53:52.000Z;122257196
2016-11-26T20:58:51.000Z;121931927
2016-11-26T21:03:52.000Z;122890888
2016-11-26T21:09:09.000Z;124125983
2016-11-26T21:13:52.000Z;123295713
2016-11-26T21:18:54.000Z;123345693
2016-11-26T21:23:58.000Z;121940438
2016-11-26T21:29:09.000Z;122140795
2016-11-26T21:34:00.000Z;121336182
2016-11-26T21:38:53.000Z;121268425
2016-11-26T21:44:29.000Z;121786263
2016-11-26T21:49:00.000Z;121288160
2016-11-26T21:53:55.000Z;120708040
2016-11-26T21:59:28.000Z;118972173
2016-11-26T22:04:00.000Z;121613693
2016-11-26T22:09:18.000Z;120376898
2016-11-26T22:13:50.000Z;119512522
2016-11-26T22:18:59.000Z;118777229
2016-11-26T22:23:50.000Z;118544756
2016-11-26T22:28:51.000Z;119159939
2016-11-26T22:33:50.000Z;119173519
2016-11-26T22:38:54.000Z;117641858
2016-11-26T22:44:18.000Z;118021769
2016-11-26T22:48:51.000Z;117038335
2016-11-26T22:53:50.000Z;116468951
2016-11-26T22:58:58.000Z;116277234
2016-11-26T23:03:50.000Z;118312533
2016-11-26T23:08:54.000Z;117468351
2016-11-26T23:14:14.000Z;116745743
2016-11-26T23:23:50.000Z;115715497
2016-11-26T23:28:59.000Z;115032140
2016-11-26T23:33:48.000Z;115275627
2016-11-26T23:38:54.000Z;116478122
2016-11-26T23:44:15.000Z;113524811
2016-11-26T23:48:49.000Z;114247791
2016-11-26T23:53:51.000Z;113856622
2016-11-26T23:58:59.000Z;112361902
2016-11-27T00:04:01.000Z;114565710
2016-11-27T00:08:51.000Z;115332867
2016-11-27T00:13:50.000Z;114370574
2016-11-27T00:18:52.000Z;113822123
2016-11-27T00:23:51.000Z;112442936
2016-11-27T00:28:51.000Z;113229751
2016-11-27T00:33:51.000Z;113005227
2016-11-27T00:38:56.000Z;112682477
2016-11-27T00:43:47.000Z;111054209
2016-11-27T00:48:49.000Z;112171556
2016-11-27T00:53:48.000Z;111260914
2016-11-27T00:58:56.000Z;112017310
2016-11-27T01:03:50.000Z;112860762
2016-11-27T01:08:50.000Z;112611736
2016-11-27T01:13:50.000Z;111596275
2016-11-27T01:18:58.000Z;110661954
2016-11-27T01:23:51.000Z;111889471
2016-11-27T01:29:25.000Z;111860233
2016-11-27T01:33:48.000Z;110970872
2016-11-27T01:38:51.000Z;111413400
2016-11-27T01:44:16.000Z;110807373
2016-11-27T01:48:57.000Z;110797551
2016-11-27T01:53:58.000Z;110525453
2016-11-27T01:58:56.000Z;109931961
2016-11-27T02:03:49.000Z;112886959
2016-11-27T02:08:49.000Z;111214494
2016-11-27T02:14:18.000Z;110370716
2016-11-27T02:19:20.000Z;110048688
2016-11-27T02:23:50.000Z;110559112
2016-11-27T02:28:51.000Z;109978766
2016-11-27T02:33:49.000Z;110872520
2016-11-27T02:38:58.000Z;109349576
2016-11-27T02:43:50.000Z;109328601
2016-11-27T02:49:08.000Z;109636639
2016-11-27T02:53:51.000Z;107837149
2016-11-27T02:58:51.000Z;108102286
2016-11-27T03:04:31.000Z;110687343
2016-11-27T03:09:10.000Z;108891014
2016-11-27T03:13:48.000Z;108578874
2016-11-27T03:18:50.000Z;107928113
2016-11-27T03:23:49.000Z;107437678
2016-11-27T03:28:49.000Z;107243179
2016-11-27T03:33:50.000Z;106422175
2016-11-27T03:39:11.000Z;107162966
2016-11-27T03:43:49.000Z;106374417
2016-11-27T03:48:47.000Z;105334477
2016-11-27T03:53:48.000Z;104167993
2016-11-27T03:58:56.000Z;104367847
2016-11-27T04:03:49.000Z;105690644
2016-11-27T04:08:49.000Z;105233385
2016-11-27T04:14:21.000Z;104587914
2016-11-27T04:19:09.000Z;103748292
2016-11-27T04:23:59.000Z;102652710
2016-11-27T04:28:52.000Z;102253457
2016-11-27T04:33:48.000Z;101486279
2016-11-27T04:38:47.000Z;100729460
2016-11-27T04:44:17.000Z;99379118
2016-11-27T04:49:19.000Z;99289336
2016-11-27T04:53:48.000Z;98470527
2016-11-27T04:58:48.000Z;97091198
2016-11-27T05:03:47.000Z;99199147
2016-11-27T05:08:50.000Z;99059660
2016-11-27T05:13:47.000Z;97590511
2016-11-27T05:18:47.000Z;97399461
2016-11-27T05:24:01.000Z;95915253
2016-11-27T05:28:46.000Z;94725356
2016-11-27T05:33:47.000Z;94724184
2016-11-27T05:38:47.000Z;94237201
2016-11-27T05:43:46.000Z;93154397
2016-11-27T05:48:52.000Z;92855182
2016-11-27T05:53:46.000Z;92155619
2016-11-27T05:58:49.000Z;91293011
2016-11-27T06:03:48.000Z;92902876
2016-11-27T06:08:46.000Z;91915836
2016-11-27T06:13:46.000Z;91237258
2016-11-27T06:18:46.000Z;90316406
